PryId,DatQltRtn,UfpRtn,CouApp,RscLvl,IndSct,OrgTyp,AppTyp,DvlTyp,DvlPlt,LngTyp,PrgLng1,FncSze,NWELL1,SmmWrkEff,PrjElpTme,MaxTeaSze,DBMS1,DvlMtd,LOC,TtlPrjCst
10180,B,A,"IFPUG 4+",1,Insurance,Insurance,"Financial transaction process/accounting","New Development",PC,3GL,"Visual Basic",309,2516,2340,3,-1,"SQL Server","Waterfall (incl Linear Processing & SSADM)",-1,-1
10181,B,B,NESMA,1,Communication,Communications,"Transaction/Production System",Enhancement,PC,ApG,COOL:Gen,338,1009,646,3,-1,,,5200,-1
10184,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,13,2565,2565,15,28,,,-1,91004
10189,A,A,"IFPUG old",2,Insurance,Insurance,,Enhancement,MF,3GL,COBOL,250,-1,4150,17,-1,DB2,"Joint Application Development (JAD)Multifunctional Teams",-1,-1
10196,B,A,"IFPUG 4+",1,,,,"New Development",,3GL,Java,69,2915,2915,9,-1,Interactive,,-1,-1
10200,A,A,"IFPUG 4+",1,"Electronics & Computers","Computers & Software","Job, case, incident, project management",Enhancement,Multi,3GL,Java,90,1112,1112,4,4,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10213,B,B,"IFPUG 4+",1,,,,"New Development",,3GL,C,4329,73922,69930,61,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10214,B,B,FiSMA,1,Insurance,Insurance,,"New Development",,3GL,"Visual Basic",261,2175,2175,6,-1,,,-1,-1
10215,B,A,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,,4GL,"Amdocs framework",74,491,405,2,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10218,A,A,"IFPUG 4+",1,Utilities,"Electricity, Gas, Water","Management Information System","New Development",MF,3GL,PL/I,163,668,668,9,3,DB2,,-1,-1
10220,A,A,"IFPUG 4+",1,"Electronics & Computers","Computers & Software",,Enhancement,PC,3GL,"Visual Basic",40,514,514,4,3,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10223,B,B,"IFPUG 4+",1,,,,Enhancement,MF,3GL,COBOL,16,536,536,4,-1,,,-1,-1
10225,B,B,FiSMA,1,Insurance,Insurance,,"New Development",MF,3GL,PL/I,442,3772,3772,6,-1,,,-1,-1
10226,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,,,206,2020,1656,1,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10228,B,C,"IFPUG 4+",1,,,"Financial transaction process/accounting","New Development",Multi,4GL,.Net,-1,263,263,3,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10232,B,A,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accounting",Enhancement,,4GL,"Visual C++",171,420,420,-1,-1,Interactive,,-1,-1
10233,A,A,"IFPUG 4+",1,Communication,Communications,"Complex process control",Enhancement,MR,3GL,"Visual Basic",226,3901,3238,4,10,Oracle,,-1,-1
10234,B,C,"IFPUG 4+",1,,,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,-1,292,292,3,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10238,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,4GL,Siebel,284,7109,5829,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10247,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Cars selling",Enhancement,,3GL,Java,215,-1,2704,10,-1,Oracle,,-1,-1
10248,A,A,"IFPUG 4+",1,Communication,Telecommunications,"Online analysis and reporting",Enhancement,PC,3GL,Java,302,5829,4372,5,10,Oracle,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10249,A,B,"IFPUG 4+",1,Government,Government,"Management of Licences and Permits",Enhancement,MF,ApG,COOL:Gen,16,657,598,11,-1,,,-1,-1
10251,B,B,"IFPUG 4+",1,Government,Government,Government,"New Development",PC,4GL,DELPHI,40,120,120,1,2,,"Rapid Application Development (RAD)",-1,-1
10252,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Online. eSales",Enhancement,Multi,,,63,1161,952,8,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10256,B,B,NESMA,1,Finance,,Multimedia,Enhancement,,4GL,.Net,851,5755,4604,8,5,,"Agile Development",-1,382201
10257,A,A,"IFPUG 4+",1,Communication,Communications,"Transaction/Production System",Enhancement,,3GL,C,307,2994,2994,13,11,,,-1,-1
10261,B,B,"IFPUG 4+",1,,,"Financial application area","New Development",Multi,3GL,Java,166,946,946,3,-1,Interactive,,-1,-1
10265,A,A,"IFPUG 4+",1,Communication,Communications,"Management Information System",Enhancement,,4GL,Oracle,87,1606,1333,4,4,,,-1,-1
10267,B,A,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,,4GL,"Amdocs framework",107,1380,1137,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10268,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Workflow support & management",Enhancement,Multi,,,139,2010,1648,2,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10273,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Warranty Management",Enhancement,MF,3GL,Java,271,-1,2536,5,-1,DB2,,-1,-1
10276,B,B,FiSMA,1,Manufacturing,Manufacturing,,"New Development",PC,3GL,C++,459,3876,3876,32,-1,,,-1,-1
10278,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Online. eSales",Enhancement,Multi,,,427,5190,4256,3,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10279,B,,COSMIC,1,Banking,"GovernmentEducation InstitutionWholesale & Retail TradeTransport & StorageCommunicationsMedical and Health CareBanking","Surveillance and security",Enhancement,PC,3GL,C#,26,52,40,12,1,"SQL Server","Agile Development",-1,-1
10281,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,,,60,323,265,2,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10283,B,B,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accounting",Enhancement,MF,3GL,PL/I,224,12548,7780,12,8,IMSDB2,"Waterfall (incl Linear Processing & SSADM)",-1,200000
10289,B,B,FiSMA,1,"Wholesale & Retail","Wholesale & Retail Trade",,"New Development",MR,3GL,"Visual Basic",694,6337,6337,10,-1,,,-1,-1
10293,B,B,NESMA,1,Utilities,General,,Enhancement,,4GL,.Net,32,1318,1150,3,-1,,"Agile Development",1175,-1
10302,B,B,FiSMA,1,Insurance,Insurance,,Enhancement,MF,4GL,,1053,757,757,2,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10305,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,Java,110,1037,850,5,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10306,B,A,"IFPUG 4+",1,,,"Telecom & network management",Enhancement,,3GL,C,745,15112,15112,-1,-1,,,-1,-1
10307,B,A,"IFPUG 4+",4,"Wholesale & Retail","Wholesale & Retail Trade","Management Information System",Enhancement,MF,3GL,COBOL,221,-1,20000,4,-1,Interactive,,-1,-1
10310,B,C,Other,-1,Financial,Financial,"System Software","New development",,3GL,Java,443,1560,3464,6,8,"SQL Server","Waterfall (incl Linear Processing & SSADM)",-1,-1
10313,B,B,NESMA,1,Insurance,Insurance,"Workflow support & management",Enhancement,PC,3GL,COBOL,402,1073,1073,6,1,,,-1,58320
10317,B,B,NESMA,1,Government,Government,"Business Application",Enhancement,,4GL,.Net,8,816,816,1,-1,,"Agile Development",-1,81500
10318,A,A,"IFPUG 4+",1,Communication,Communications,"Transaction/Production System",Enhancement,,3GL,COBOL,77,1936,1607,6,6,,,-1,-1
10323,A,A,"IFPUG 4+",1,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,,3GL,COBOL,647,8459,6006,9,21,,,-1,2284000
10324,B,B,FiSMA,1,Insurance,Insurance,,Enhancement,PC,3GL,C++,44,362,362,6,-1,,,-1,-1
10331,B,A,"IFPUG 4+",1,Communication,Telecommunications,Other,Enhancement,,3GL,Java,119,252,208,9,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10332,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Manufacturing process management",Enhancement,Multi,3GL,Java,34,-1,344,4,-1,DL/1,,-1,-1
10333,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Workflow support & management",Enhancement,,,,78,776,636,2,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10335,B,B,NESMA,1,Services,,"Business Intelligence",Enhancement,,3GL,Java,1782,12833,10266,14,6,,"Agile Development",-1,944460
10337,A,B,"IFPUG 4+",2,Insurance,Insurance,,"New Development",MF,3GL,COBOL,120,-1,1158,7,-1,DB2,,-1,-1
10339,B,C,"IFPUG 4+",1,,,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,-1,71,71,1,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10341,B,B,FiSMA,1,Insurance,Insurance,,"New Development",PC,3GL,Java,1282,8429,8429,18,-1,,Spiral,-1,-1
10343,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,,,343,1550,1271,11,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10349,B,B,"IFPUG 4+",1,Government,Government,Military,"New Development",PC,4GL,DELPHI,1286,19344,19344,20,6,,"Rapid Application Development (RAD)",-1,-1
10351,B,B,FiSMA,1,Insurance,Insurance,,"New Development",MF,3GL,PL/I,270,4484,1659,16,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10352,B,A,"IFPUG 4+",1,,,,Enhancement,,,,275,1888,1888,6,-1,,,-1,-1
10353,B,A,"IFPUG 4+",1,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,MF,3GL,COBOL,68,2710,2520,3,-1,IMS,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10354,B,B,NESMA,1,Communication,Communications,"Transaction/Production System",Enhancement,PC,ApG,COOL:Gen,127,586,586,3,-1,,,1516,-1
10355,B,A,"IFPUG 4+",1,,,,Enhancement,,3GL,"Unix Shell",50,253,253,5,-1,,,-1,-1
10358,B,B,"IFPUG 4+",4,Banking,Banking,"Web-based Application","New Development",PC,3GL,"Visual Basic",191,571,737,2,5,"SQL Server",,-1,-1
10359,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,19,4061,3614,15,58,,,-1,207539
10360,B,B,NESMA,1,Utilities,,Command/Control,Enhancement,,4GL,.Net,1555,9568,7654,12,5,,"Agile Development",-1,673439
10361,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,21,813,683,6,20,,,-1,40236
10365,B,A,"IFPUG 4+",1,,,,Enhancement,,4GL,Oracle,12,343,343,3,-1,,,-1,-1
10368,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Workflow support & management",Enhancement,Multi,,,164,3307,2712,5,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10370,B,A,"IFPUG 4+",1,Manufacturing,Manufacturing,"Financial transaction process/accounting","New Development",Multi,4GL,SQL,702,4805,4805,12,-1,"Oracle,SQL Server","Waterfall (incl Linear Processing & SSADM)",-1,-1
10374,A,A,"Mark II",2,Manufacturing,Manufacturing,"Office Information System","New Development",PC,3GL,"Visual Basic",292,-1,3570,12,3,,"Joint Application Development (JAD)Rapid Application Development (RAD)",-1,-1
10376,B,A,"IFPUG old",4,Manufacturing,"ManufacturingWholesale & Retail TradeTransport & Storage","Management Information System","New Development",MF,4GL,IDEAL,4167,4787,11934,17,10,DATACOM,,-1,-1
10378,B,A,"IFPUG 4+",1,Insurance,Insurance,"Sales promotion tool","New Development",MF,4GL,ASP,287,2108,1960,8,-1,IMS,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10384,B,B,FiSMA,4,Insurance,Insurance,,Enhancement,MF,3GL,COBOL,111,1222,1297,7,-1,,,-1,-1
10388,A,A,"IFPUG 4+",1,"Service Industry","Citizens and the Municipalities","Stock control & order processing",Enhancement,Multi,4GL,ASP.Net,139,5062,5062,11,10,,,-1,-1
10390,B,A,"IFPUG 4+",1,Banking,Banking,,"New Development",MF,3GL,COBOL,154,2408,2408,6,9,IMS,,-1,-1
10392,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,,3GL,Java,132,1037,952,10,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10393,B,A,"IFPUG 4+",1,"Service Industry","Transport & Storage",,Enhancement,MF,3GL,RPG,212,756,756,4,-1,DB/400,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10396,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,"Visual Basic",165,2774,2275,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10397,B,B,"IFPUG 4+",1,Communication,Communications,"relatively complex application",Enhancement,MF,3GL,,3,65,65,-1,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10398,A,A,"IFPUG 4+",1,Communication,Communications,"Company hierarchy and staff directory",Enhancement,,3GL,C,115,1243,1243,6,4,,,-1,-1
10401,B,A,"IFPUG 4+",1,Communication,Telecommunications,EAI/ESB,Enhancement,,4GL,.NET,99,2631,2168,8,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10404,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Logistic indicators",Enhancement,MR,3GL,Java,72,-1,876,4,-1,Oracle,,-1,-1
10409,A,A,"IFPUG 4+",1,Communication,Communications,"Management Information System",Enhancement,,4GL,Oracle,46,4063,3372,7,11,,,-1,-1
10412,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,3GL,PL/SQL,53,329,270,7,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10421,B,B,"IFPUG 4+",1,Communication,Telecommunications,Other,Enhancement,,4GL,.Net,74,1229,1128,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10422,B,B,FiSMA,1,Insurance,Insurance,,Enhancement,MF,ApG,COOL:Gen,41,875,875,5,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10424,B,A,"IFPUG 4+",1,,,,Enhancement,,3GL,Java,203,1822,1822,-1,-1,,,-1,-1
10426,A,A,"IFPUG 4+",1,"Service Industry","Car Rental","Customer relationship management","New Development",PC,3GL,C#,90,2006,2006,5,8,"MS SQL Server 2005",Iterative,-1,139924
10427,B,A,"IFPUG 4+",1,"Service Industry","Recreation & Personnel Services","Financial transaction process/accounting","New Development",MR,4GL,SQL,859,11372,11372,12,-1,Oracle,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10430,B,,COSMIC,1,Banking,Banking,"Financial transaction process/accounting",Enhancement,MF,3GL,Java,44,1416,1289,-1,-1,,,-1,-1
10431,A,B,"IFPUG 4+",1,Communication,Communications,"Real-time System","New Development",MR,3GL,Java,1306,88555,73501,19,-1,Oracle,"Joint Application Development (JAD)Multifunctional TeamsRapid Application Development (RAD)",-1,-1
10434,B,A,"IFPUG 4+",1,Banking,Banking,"Financial transaction process/accounting",Enhancement,MF,3GL,PL/I,14,180,167,3,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10438,B,,LOC,1,Utilities,"Electricity, Gas, Water",Trading,"New Development",PC,3GL,C#,-1,12269,12269,12,9,"Oracle 10g","Waterfall (incl Linear Processing & SSADM)",545010,-1
10442,B,C,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accountingClient Server",Enhancement,Multi,4GL,,-1,1253,1253,5,-1,,,-1,-1
10445,B,B,NESMA,1,Government,Government,"Business Application",Enhancement,,3GL,PHP,58,1214,1214,10,3,,,-1,127418
10449,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,18,2651,2412,6,33,,,-1,123081
10450,B,C,"IFPUG 4+",1,,,"Financial transaction process/accounting","New Development",Multi,3GL,Java,-1,2368,2368,6,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10454,B,C,"IFPUG 4+",1,,,"Financial transaction process/accounting","New Development",Multi,3GL,Java,-1,1354,1354,4,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10459,A,A,"IFPUG old",1,Communication,Communications,,"New Development",MR,3GL,C,460,10200,10200,9,3,Oracle,,-1,-1
10460,B,A,"IFPUG 4+",1,"Wholesale & Retail","Consumer Goods","Fixed asset",Enhancement,MF,3GL,COBOL,230,930,930,4,-1,VSAM,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10465,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,12,2920,2599,10,47,,,-1,160179
10466,B,A,"IFPUG 4+",1,,,,Enhancement,,,,687,1788,1788,6,4,,,-1,-1
10467,B,A,"IFPUG 4+",1,Communication,Telecommunications,Other,Enhancement,,3GL,Java,52,369,304,3,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
10469,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Stock control & order processing",Enhancement,Multi,3GL,Java,85,357,293,9,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
